GLC2000,GEZ_TERM,REGION,FRONTIER,CARBON_VALUE
4 & 5: Needleleaf forest classes,Subtropical steppe,Asia,1,78
4 & 5: Needleleaf forest classes,Subtropical desert,Asia,1,78
4 & 5: Needleleaf forest classes,Subtropical dry forest,Europe,0,78
4 & 5: Needleleaf forest classes,Subtropical steppe,Europe,0,78
4 & 5: Needleleaf forest classes,Subtropical desert,Europe,0,78
4 & 5: Needleleaf forest classes,Subtropical dry forest,Europe,1,78
4 & 5: Needleleaf forest classes,Subtropical steppe,Europe,1,78
4 & 5: Needleleaf forest classes,Subtropical desert,Europe,1,78
4 & 5: Needleleaf forest classes,Subtropical dry forest,Asia (insular),0,96
4 & 5: Needleleaf forest classes,Subtropical steppe,Asia (insular),0,96
4 & 5: Needleleaf forest classes,Subtropical desert,Asia (insular),0,96
4 & 5: Needleleaf forest classes,Subtropical dry forest,Asia (insular),1,96
4 & 5: Needleleaf forest classes,Subtropical steppe,Asia (insular),1,96
4 & 5: Needleleaf forest classes,Subtropical desert,Asia (insular),1,96
4 & 5: Needleleaf forest classes,Subtropical dry forest,Australia,0,96
4 & 5: Needleleaf forest classes,Subtropical steppe,Australia,0,96
4 & 5: Needleleaf forest classes,Subtropical desert,Australia,0,96
4 & 5: Needleleaf forest classes,Subtropical dry forest,Australia,1,96
4 & 5: Needleleaf forest classes,Subtropical steppe,Australia,1,96
4 & 5: Needleleaf forest classes,Subtropical desert,Australia,1,96
4 & 5: Needleleaf forest classes,Temperate oceanic forest,Europe,0,73
4 & 5: Needleleaf forest classes,Temperate oceanic forest,Europe,1,73
4 & 5: Needleleaf forest classes,Temperate oceanic forest,North America,0,372
4 & 5: Needleleaf forest classes,Temperate oceanic forest,North America,1,372
4 & 5: Needleleaf forest classes,Temperate oceanic forest,Australia,0,203
4 & 5: Needleleaf forest classes,Temperate oceanic forest,Australia,1,203
4 & 5: Needleleaf forest classes,Temperate oceanic forest,New Zealand,0,203
4 & 5: Needleleaf forest classes,Temperate oceanic forest,New Zealand,1,203
4 & 5: Needleleaf forest classes,Temperate oceanic forest,South America,0,102
4 & 5: Needleleaf forest classes,Temperate oceanic forest,South America,1,102
4 & 5: Needleleaf forest classes,Temperate continental forest,Asia,0,13
4 & 5: Needleleaf forest classes,Temperate steppe,Asia,0,13
4 & 5: Needleleaf forest classes,Temperate desert,Asia,0,13
4 & 5: Needleleaf forest classes,Temperate continental forest,Europe,0,13
4 & 5: Needleleaf forest classes,Temperate steppe,Europe,0,13
4 & 5: Needleleaf forest classes,Temperate desert,Europe,0,13
4 & 5: Needleleaf forest classes,Temperate continental forest,Asia,1,73
4 & 5: Needleleaf forest classes,Temperate steppe,Asia,1,73
4 & 5: Needleleaf forest classes,Temperate desert,Asia,1,73
4 & 5: Needleleaf forest classes,Temperate continental forest,Europe,1,73
4 & 5: Needleleaf forest classes,Temperate steppe,Europe,1,73
4 & 5: Needleleaf forest classes,Temperate desert,Europe,1,73
4 & 5: Needleleaf forest classes,Temperate continental forest,North America,0,36
4 & 5: Needleleaf forest classes,Temperate steppe,North America,0,36
4 & 5: Needleleaf forest classes,Temperate desert,North America,0,36
4 & 5: Needleleaf forest classes,Temperate continental forest,South America,0,36
4 & 5: Needleleaf forest classes,Temperate steppe,South America,0,36
4 & 5: Needleleaf forest classes,Temperate desert,South America,0,36
4 & 5: Needleleaf forest classes,Temperate continental forest,North America,1,79
4 & 5: Needleleaf forest classes,Temperate steppe,North America,1,79
4 & 5: Needleleaf forest classes,Temperate desert,North America,1,79
4 & 5: Needleleaf forest classes,Temperate continental forest,South America,1,79
4 & 5: Needleleaf forest classes,Temperate steppe,South America,1,79
4 & 5: Needleleaf forest classes,Temperate desert,South America,1,79
4 & 5: Needleleaf forest classes,Temperate mountain system,Asia,0,61
4 & 5: Needleleaf forest classes,Temperate mountain system,Europe,0,61
4 & 5: Needleleaf forest classes,Temperate mountain system,Asia,1,79
4 & 5: Needleleaf forest classes,Temperate mountain system,Europe,1,79
4 & 5: Needleleaf forest classes,Temperate mountain system,North America,0,33
4 & 5: Needleleaf forest classes,Temperate mountain system,South America,0,33
4 & 5: Needleleaf forest classes,Temperate mountain system,North America,1,79
4 & 5: Needleleaf forest classes,Temperate mountain system,South America,1,79
4 & 5: Needleleaf forest classes,Temperate mountain system,Australia,0,47
4 & 5: Needleleaf forest classes,Temperate mountain system,New Zealand,0,47
4 & 5: Needleleaf forest classes,Temperate mountain system,Australia,1,79
4 & 5: Needleleaf forest classes,Temperate mountain system,New Zealand,1,79
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Africa,0,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Africa,0,33
4 & 5: Needleleaf forest classes,Polar,Africa,0,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Africa,1,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Africa,1,33
4 & 5: Needleleaf forest classes,Polar,Africa,1,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Asia,0,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Asia,0,33
4 & 5: Needleleaf forest classes,Polar,Asia,0,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Asia,1,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Asia,1,33
4 & 5: Needleleaf forest classes,Polar,Asia,1,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Asia (insular),0,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Asia (insular),0,33
4 & 5: Needleleaf forest classes,Polar,Asia (insular),0,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Asia (insular),1,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Asia (insular),1,33
4 & 5: Needleleaf forest classes,Polar,Asia (insular),1,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Europe,0,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Europe,0,33
4 & 5: Needleleaf forest classes,Polar,Europe,0,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Europe,1,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Europe,1,33
4 & 5: Needleleaf forest classes,Polar,Europe,1,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,North America,0,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,North America,0,33
4 & 5: Needleleaf forest classes,Polar,North America,0,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,North America,1,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,North America,1,33
4 & 5: Needleleaf forest classes,Polar,North America,1,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,South America,0,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,South America,0,33
4 & 5: Needleleaf forest classes,Polar,South America,0,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,South America,1,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,South America,1,33
4 & 5: Needleleaf forest classes,Polar,South America,1,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Australia,0,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Australia,0,33
4 & 5: Needleleaf forest classes,Polar,Australia,0,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Australia,1,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Australia,1,33
4 & 5: Needleleaf forest classes,Polar,Australia,1,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,New Zealand,0,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,New Zealand,0,33
4 & 5: Needleleaf forest classes,Polar,New Zealand,0,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,New Zealand,1,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,New Zealand,1,33
4 & 5: Needleleaf forest classes,Polar,New Zealand,1,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Antarctica,0,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Antarctica,0,33
4 & 5: Needleleaf forest classes,Polar,Antarctica,0,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Antarctica,1,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Antarctica,1,33
4 & 5: Needleleaf forest classes,Polar,Antarctica,1,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Pacific Ocean,0,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Pacific Ocean,0,33
4 & 5: Needleleaf forest classes,Polar,Pacific Ocean,0,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Pacific Ocean,1,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Pacific Ocean,1,33
4 & 5: Needleleaf forest classes,Polar,Pacific Ocean,1,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Atlantic Ocean,0,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Atlantic Ocean,0,33
4 & 5: Needleleaf forest classes,Polar,Atlantic Ocean,0,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Atlantic Ocean,1,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Atlantic Ocean,1,33
4 & 5: Needleleaf forest classes,Polar,Atlantic Ocean,1,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Indian Ocean,0,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Indian Ocean,0,33
4 & 5: Needleleaf forest classes,Polar,Indian Ocean,0,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Indian Ocean,1,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Indian Ocean,1,33
4 & 5: Needleleaf forest classes,Polar,Indian Ocean,1,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Arctic Ocean,0,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Arctic Ocean,0,33
4 & 5: Needleleaf forest classes,Polar,Arctic Ocean,0,33
4 & 5: Needleleaf forest classes,Boreal coniferous forest,Arctic Ocean,1,33
4 & 5: Needleleaf forest classes,Boreal tundra woodland,Arctic Ocean,1,33
4 & 5: Needleleaf forest classes,Polar,Arctic Ocean,1,33
4 & 5: Needleleaf forest classes,Boreal mountain system,Africa,0,9
4 & 5: Needleleaf forest classes,Boreal mountain system,Asia,0,9
4 & 5: Needleleaf forest classes,Boreal mountain system,Asia (insular),0,9
4 & 5: Needleleaf forest classes,Boreal mountain system,Europe,0,9
4 & 5: Needleleaf forest classes,Boreal mountain system,North America,0,9
4 & 5: Needleleaf forest classes,Boreal mountain system,South America,0,9
4 & 5: Needleleaf forest classes,Boreal mountain system,Australia,0,9
4 & 5: Needleleaf forest classes,Boreal mountain system,New Zealand,0,9
4 & 5: Needleleaf forest classes,Boreal mountain system,Antarctica,0,9
4 & 5: Needleleaf forest classes,Boreal mountain system,Pacific Ocean,0,9
4 & 5: Needleleaf forest classes,Boreal mountain system,Atlantic Ocean,0,9
4 & 5: Needleleaf forest classes,Boreal mountain system,Indian Ocean,0,9
4 & 5: Needleleaf forest classes,Boreal mountain system,Arctic Ocean,0,9
4 & 5: Needleleaf forest classes,Boreal mountain system,Africa,1,29
4 & 5: Needleleaf forest classes,Boreal mountain system,Asia,1,29
4 & 5: Needleleaf forest classes,Boreal mountain system,Asia (insular),1,29
4 & 5: Needleleaf forest classes,Boreal mountain system,Europe,1,29
4 & 5: Needleleaf forest classes,Boreal mountain system,North America,1,29
4 & 5: Needleleaf forest classes,Boreal mountain system,South America,1,29
4 & 5: Needleleaf forest classes,Boreal mountain system,Australia,1,29
4 & 5: Needleleaf forest classes,Boreal mountain system,New Zealand,1,29
4 & 5: Needleleaf forest classes,Boreal mountain system,Antarctica,1,29
4 & 5: Needleleaf forest classes,Boreal mountain system,Pacific Ocean,1,29
4 & 5: Needleleaf forest classes,Boreal mountain system,Atlantic Ocean,1,29
4 & 5: Needleleaf forest classes,Boreal mountain system,Indian Ocean,1,29
4 & 5: Needleleaf forest classes,Boreal mountain system,Arctic Ocean,1,29
6 - 8: Mixed forest classes,Tropical rainforest,Africa,0,200
6 - 8: Mixed forest classes,Tropical rainforest,Africa,1,200
6 - 8: Mixed forest classes,Tropical rainforest,North America,0,193
6 - 8: Mixed forest classes,Tropical rainforest,North America,1,193
6 - 8: Mixed forest classes,Tropical rainforest,South America,0,193
6 - 8: Mixed forest classes,Tropical rainforest,South America,1,193
6 - 8: Mixed forest classes,Tropical rainforest,Asia,0,180
6 - 8: Mixed forest classes,Tropical rainforest,Asia,1,180
6 - 8: Mixed forest classes,Tropical rainforest,Asia (insular),0,225
6 - 8: Mixed forest classes,Tropical rainforest,Asia (insular),1,225
6 - 8: Mixed forest classes,Tropical rainforest,Australia,0,199.5
6 - 8: Mixed forest classes,Tropical rainforest,Australia,1,199.5
6 - 8: Mixed forest classes,Tropical moist deciduous forest,Africa,0,152
6 - 8: Mixed forest classes,Tropical moist deciduous forest,Africa,1,152
6 - 8: Mixed forest classes,Tropical moist deciduous forest,North America,0,128
6 - 8: Mixed forest classes,Tropical moist deciduous forest,North America,1,128
6 - 8: Mixed forest classes,Tropical moist deciduous forest,South America,0,128
6 - 8: Mixed forest classes,Tropical moist deciduous forest,South America,1,128
6 - 8: Mixed forest classes,Tropical moist deciduous forest,Asia,0,105
6 - 8: Mixed forest classes,Tropical moist deciduous forest,Asia,1,105
6 - 8: Mixed forest classes,Tropical moist deciduous forest,Asia (insular),0,169
6 - 8: Mixed forest classes,Tropical moist deciduous forest,Asia (insular),1,169
6 - 8: Mixed forest classes,Tropical mountain system,Africa,0,69
6 - 8: Mixed forest classes,Tropical mountain system,Africa,1,69
6 - 8: Mixed forest classes,Tropical mountain system,North America,0,87
6 - 8: Mixed forest classes,Tropical mountain system,North America,1,87
6 - 8: Mixed forest classes,Tropical mountain system,South America,0,87
6 - 8: Mixed forest classes,Tropical mountain system,South America,1,87
6 - 8: Mixed forest classes,Tropical mountain system,Asia,0,81
6 - 8: Mixed forest classes,Tropical mountain system,Asia,1,81
6 - 8: Mixed forest classes,Tropical mountain system,Asia (insular),0,122
6 - 8: Mixed forest classes,Tropical mountain system,Asia (insular),1,122
6 - 8: Mixed forest classes,Tropical dry forest,Africa,0,72
6 - 8: Mixed forest classes,Tropical desert,Africa,0,72
6 - 8: Mixed forest classes,Tropical shrubland,Africa,0,72
6 - 8: Mixed forest classes,Tropical dry forest,Africa,1,72
6 - 8: Mixed forest classes,Tropical desert,Africa,1,72
6 - 8: Mixed forest classes,Tropical shrubland,Africa,1,72
6 - 8: Mixed forest classes,Tropical dry forest,North America,0,126
6 - 8: Mixed forest classes,Tropical desert,North America,0,126
6 - 8: Mixed forest classes,Tropical shrubland,North America,0,126
6 - 8: Mixed forest classes,Tropical dry forest,North America,1,126
6 - 8: Mixed forest classes,Tropical desert,North America,1,126
6 - 8: Mixed forest classes,Tropical shrubland,North America,1,126
6 - 8: Mixed forest classes,Tropical dry forest,South America,0,126
6 - 8: Mixed forest classes,Tropical desert,South America,0,126
6 - 8: Mixed forest classes,Tropical shrubland,South America,0,126
6 - 8: Mixed forest classes,Tropical dry forest,South America,1,126
6 - 8: Mixed forest classes,Tropical desert,South America,1,126
6 - 8: Mixed forest classes,Tropical shrubland,South America,1,126
6 - 8: Mixed forest classes,Tropical dry forest,Asia,0,78
6 - 8: Mixed forest classes,Tropical desert,Asia,0,78
6 - 8: Mixed forest classes,Tropical shrubland,Asia,0,78
6 - 8: Mixed forest classes,Tropical dry forest,Asia,1,78
6 - 8: Mixed forest classes,Tropical desert,Asia,1,78
6 - 8: Mixed forest classes,Tropical shrubland,Asia,1,78
6 - 8: Mixed forest classes,Tropical dry forest,Asia (insular),0,96
6 - 8: Mixed forest classes,Tropical desert,Asia (insular),0,96
6 - 8: Mixed forest classes,Tropical shrubland,Asia (insular),0,96
6 - 8: Mixed forest classes,Tropical dry forest,Asia (insular),1,96
6 - 8: Mixed forest classes,Tropical desert,Asia (insular),1,96
6 - 8: Mixed forest classes,Tropical shrubland,Asia (insular),1,96
6 - 8: Mixed forest classes,Tropical dry forest,Australia,0,93
6 - 8: Mixed forest classes,Tropical desert,Australia,0,93
6 - 8: Mixed forest classes,Tropical shrubland,Australia,0,93
6 - 8: Mixed forest classes,Tropical dry forest,Australia,1,93
6 - 8: Mixed forest classes,Tropical desert,Australia,1,93
6 - 8: Mixed forest classes,Tropical shrubland,Australia,1,93
6 - 8: Mixed forest classes,Subtropical humid forest,Africa,0,134
6 - 8: Mixed forest classes,Subtropical humid forest,Africa,1,134
6 - 8: Mixed forest classes,Subtropical humid forest,North America,0,128
